timestamp,price_usd
2025-05-24 14:45:53,108962.6
2025-05-24 18:05:23,109005.485
2025-05-24 18:06:02,108985.775
2025-05-24 18:06:57,109033.565
2025-05-24 18:07:02,109029.44
2025-05-24 18:08:02,109115.915
2025-05-24 15:17:46,109022.48
2025-05-24 15:17:48,109037.395
2025-05-24 15:17:50,109037.395
2025-05-24 15:17:51,109037.395
2025-05-24 15:17:53,109037.395
2025-05-24 15:17:54,109037.415
2025-05-24 15:17:55,109037.415
2025-05-25 09:34:30,107558.54
